Customer Type,Salutation,First Name,Last Name,Company Name,Customer Display Name,Customer Email,Work Phone,Mobile,DOB,Card Number,PAN,Currency,Opening Balance,Department,Designation,Website URL,Tax Type,GST Treatment,GSTIN/UIN,Place Of Supply,Business Legal Name,Business Trade Name,VAT Number,Billing Attention,Billing Country,Billing AddressLine1,Billing AddressLine2,Billing City,Billing State,Billing PinCode,Billing Phone,Billing FaxNumber,Shipping Attention,Shipping Country,Shipping AddressLine1,Shipping AddressLine2,Shipping City,Shipping State,Shipping PinCode,Shipping Phone,Shipping FaxNumber,Remark
Business,Dr.,Hridaan,Kumar,Viswanathan Manne and Sankaran,Zara Som,ochaudhuri@gmail.com,1335099548,6076270380,Thu Mar 13 1997 05:30:00 GMT+0530 (India Standard Time),4247306787355334,tnrTL87008,INR,45136.71,Learning disability nurse,Pilot airline,[object Object],VAT,Unregistered Business,Tf1t0T0D4J4k8q,Punjab,Dube-Dewan,PLC,VAT97421803,Veer Bera,India,India,India,Pune,Punjab,21370,914993114769,7090392491,Sahil Zacharia,India,India,India,Gopalpur,Punjab,876173,917088929693,6261185816,Omnis quibusdam accusantium temporibus.
Business,Dr.,Azad,Das,Jha Sundaram and Gour,Neysa Ghose,kabir27@gmail.com,915688376315,2675226965,Sun Jun 05 1955 05:30:00 GMT+0530 (India Standard Time),3591130381903826,TDMPw78719,INR,16225.61,Surveyor mining,Health promotion specialist,[object Object],VAT,Consumer,lb4q3L9p9W3i6o,Uttar Pradesh,Bala and Sons,and Sons,VAT64308159,Indrajit Kannan,India,India,India,Nizamabad,Uttar Pradesh,890060,5471551145,5499499247,Ranbir Sehgal,India,India,India,Imphal,Uttar Pradesh,264301,3607296101,7567434496,Commodi quisquam quidem eveniet qui tempore.
Individual,Dr.,Vritika,Sanghvi,Walia Yadav and Sheth,Badal Setty,nayantarasem@hotmail.com,3266839781,336871049,Tue Feb 25 2003 05:30:00 GMT+0530 (India Standard Time),30172328545588,qpDoU08142,AED,13219.93,Museum education officer,Print production planner,[object Object],VAT,Unregistered Business,Cr0t6R3Y3m0S5Z,Abu Dhabi,Bhavsar Issac and Madan,Ltd,VAT46257285,Samaira Soman,United Arab Emirates,United Arab Emirates,United Arab Emirates,Morena,Abu Dhabi,999852,4736674029,910790547761,Eva Kala,United Arab Emirates,United Arab Emirates,United Arab Emirates,Akola,Abu Dhabi,837835,6602641288,8914627437,Accusantium ut occaecati hic ipsum.
Business,Dr.,Aaryahi,Kalla,Ganguly-Gokhale,Uthkarsh Barad,jayansrivastava@dewan.org,912602247124,6813074108,Wed Jan 22 1986 05:30:00 GMT+0530 (India Standard Time),6585121610057733,JXmmQ26291,AED,47831.34,Ophthalmologist,Primary school teacher,[object Object],None,Registered Business,Xa7E9R8S8p2I8w,Ras Al Khaimah,Bora Buch and Kumar,LLC,VAT58408265,Kavya Kashyap,United Arab Emirates,United Arab Emirates,United Arab Emirates,Warangal,Ras Al Khaimah,605533,5799800508,916382367447,Amani Vohra,United Arab Emirates,United Arab Emirates,United Arab Emirates,Nashik,Ras Al Khaimah,277100,3328408341,4215305306,Consequuntur est aliquam aspernatur qui magni.
Individual,Dr.,Mishti,Gola,Chadha-Barad,Hrishita Choudhury,baraljhanvi@hotmail.com,919346456113,6844210353,Sun Jul 05 1987 05:30:00 GMT+0530 (India Standard Time),3515061579106455,PTbqu62550,AED,46433.04,Holiday representative,Surveyor building,[object Object],None,Overseas,xc4q7W9t2E7u2y,Ajman,Roy Koshy and Sama,PLC,VAT21484801,Nirvaan Virk,United Arab Emirates,United Arab Emirates,United Arab Emirates,Aligarh,Ajman,892762,5880846780,915713333862,Drishya Barad,United Arab Emirates,United Arab Emirates,United Arab Emirates,Rampur,Ajman,348941,6457544108,7697140674,Est fuga quasi dolore sunt.
Business,Dr.,Samarth,Loke,Ganesh Shan and Chaudhuri,Mannat Krish,olall@yahoo.com,6170693189,918243850949,Wed Jun 30 1954 05:30:00 GMT+0530 (India Standard Time),4340511588833872000,ktoQd10623,AED,15018,Risk analyst,Logistics and distribution manager,[object Object],GST,Overseas,Oa6h6s9B0O9I9R,Dubai,Malhotra Jaggi and Uppal,Ltd,VAT67209133,Samiha Sabharwal,United Arab Emirates,United Arab Emirates,United Arab Emirates,Pali,Dubai,687759,917073369596,913239315392,Kiaan Desai,United Arab Emirates,United Arab Emirates,United Arab Emirates,Korba,Dubai,90017,2448265353,1205264777,Repudiandae eius recusandae repellat debitis.
Individual,Dr.,Ranbir,Bhatti,Subramaniam Hayre and Wason,Anahita Thakkar,ritvikbuch@vasa-tara.org,8927243565,5836479350,Wed May 24 2006 05:30:00 GMT+0530 (India Standard Time),213195448574625,OeWDU23439,AED,47469.29,Conference centre manager,Sports administrator,[object Object],None,Unregistered Business,mG0z1s9k9Q7g3f,Umm Al Quwain,Bhatti Group,and Sons,VAT36654730,Shaan Chakraborty,United Arab Emirates,United Arab Emirates,United Arab Emirates,Kurnool,Umm Al Quwain,707846,9522012559,915705584025,Purab Goel,United Arab Emirates,United Arab Emirates,United Arab Emirates,Rajkot,Umm Al Quwain,225451,912218689686,915076382171,Totam impedit accusantium.
Business,Dr.,Arnav,Dube,Madan Sarkar and Bhagat,Devansh Shankar,sana30@hotmail.com,915001120881,122945262,Tue Jul 13 1965 05:30:00 GMT+0530 (India Standard Time),344373773215377,MpYiv24325,INR,31792.11,Site engineer,Surveyor planning and development,[object Object],GST,Unregistered Business,Ao5k0c9b6R4v7Z,Tamil Nadu,Edwin-Rajagopalan,Ltd,VAT74950507,Manikya Mall,India,India,India,Dewas,Tamil Nadu,104526,918895479066,1399891701,Rati Khosla,India,India,India,Tirunelveli,Tamil Nadu,903854,2648258561,8260872386,Aut numquam eaque.
Business,Dr.,Azad,Kakar,Chauhan and Sons,Heer Gade,priyansh15@mammen-doctor.com,915606243872,916321584651,Thu Jul 17 1975 05:30:00 GMT+0530 (India Standard Time),6523834161401804,ZKcME48792,INR,4686.46,Prison officer,Furniture designer,[object Object],GST,Registered Business,OV2G1X8g2M1C4k,Odisha,Rau-Badal,Group,VAT11273352,Gatik Madan,India,India,India,Bally,Odisha,750858,5818672724,9566867160,Oorja Bassi,India,India,India,Silchar,Odisha,132618,910502063538,1564232806,Laborum laboriosam rem soluta ipsum.
Business,Dr.,Aarav,Cherian,Rattan Inc,Hridaan Walla,chaudharigokul@yahoo.com,5339675308,916297742207,Thu Aug 09 1962 05:30:00 GMT+0530 (India Standard Time),6011043017021035,rxnFq48518,INR,25021.96,Charity fundraiser,Copywriter advertising,[object Object],None,Overseas,ab0d3o4b3D3Q2H,Uttar Pradesh,Baral-Gour,and Sons,VAT63827790,Pihu Solanki,India,India,India,Indore,Uttar Pradesh,952980,2848953744,5499893915,Kabir Dhaliwal,India,India,India,Berhampur,Uttar Pradesh,511715,6854275592,781933387,Excepturi ut praesentium vel alias.
Business,Dr.,Priyansh,Hayer,Goda Subramaniam and Bakshi,Azad Sundaram,divyanshgala@yahoo.com,914320773883,2136475367,Mon Jun 03 1957 05:30:00 GMT+0530 (India Standard Time),6011322238639043,zIZyv24689,INR,41005.25,Barrister,Fine artist,[object Object],VAT,Registered Business,Ux3A5H9i5C0V1k,Odisha,Goyal Inc,Inc,VAT44636417,Samaira Iyengar,India,India,India,Korba,Odisha,932247,8424705391,556172344,Advika Ghose,India,India,India,Bhiwandi,Odisha,343916,913939151978,1776961173,Ex repudiandae itaque atque.
Individual,Dr.,Tanya,Deep,Swamy PLC,Samar Badal,myadav@mandal.org,7894255142,910021760520,Sat Aug 17 1985 05:30:00 GMT+0530 (India Standard Time),4412586495872377000,TNGaM49652,INR,12979,Engineer control and instrumentation,Administrator,[object Object],VAT,Unregistered Business,cm7E3i0G6z3m2l,Tamil Nadu,Gill-Barad,Ltd,VAT12483613,Drishya Khare,India,India,India,Hindupur,Tamil Nadu,913341,5330950109,4279548593,Jiya Jani,India,India,India,Allahabad,Tamil Nadu,318940,6841537323,914659454039,Ipsam harum ad blanditiis culpa.
Business,Dr.,Diya,Jhaveri,Karnik LLC,Zain Kar,gillkrish@kumar.com,9554401751,919943660243,Tue Dec 27 1994 05:30:00 GMT+0530 (India Standard Time),3531611174328365,aGoET79964,AED,39215.46,Psychotherapist,Production assistant television,[object Object],VAT,Unregistered Business,TO2v0Q3H6Y3U8g,Dubai,Verma LLC,and Sons,VAT25763766,Dhanush Boase,United Arab Emirates,United Arab Emirates,United Arab Emirates,Naihati,Dubai,251188,5372291454,5755966102,Tejas Lad,United Arab Emirates,United Arab Emirates,United Arab Emirates,Tirupati,Dubai,56754,5127562517,917161426413,Similique ex veritatis nisi.
Individual,Dr.,Aradhya,Jani,Singh-Varty,Onkar Behl,dugardamini@datta-mane.com,2436476197,5399348330,Thu Feb 11 1954 05:30:00 GMT+0530 (India Standard Time),6582686444914955,rOqwo85352,AED,20738.01,Food technologist,Production assistant television,[object Object],VAT,Overseas,DE1C7U8G4U9U0y,Abu Dhabi,Malhotra Bajaj and Rout,Inc,VAT89695835,Aarush Sood,United Arab Emirates,United Arab Emirates,United Arab Emirates,Thoothukudi,Abu Dhabi,768054,916830888886,917864808669,Nehmat Rattan,United Arab Emirates,United Arab Emirates,United Arab Emirates,Bellary,Abu Dhabi,235806,917011295316,913404827361,Alias minima consequuntur enim quae magni non.
